Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Common Name,Species Code,Confidence,Begin Path,File Offset (s)
262,Spectrogram 1,1,94896,94899,0,12000,Black Redstart,blared1,0.823,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,21
263,Spectrogram 1,1,94899,94902,0,12000,Black Redstart,blared1,0.8801,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,24
264,Spectrogram 1,1,94902,94905,0,12000,Black Redstart,blared1,0.4596,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,27
265,Spectrogram 1,1,94908,94911,0,12000,Black Redstart,blared1,0.2021,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,33
266,Spectrogram 1,1,94911,94914,0,12000,Black Redstart,blared1,0.3961,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,36
267,Spectrogram 1,1,94914,94917,0,12000,Black Redstart,blared1,0.1895,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,39
268,Spectrogram 1,1,94920,94923,0,12000,Black Redstart,blared1,0.9433,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,45
269,Spectrogram 1,1,94923,94926,0,12000,Black Redstart,blared1,0.5063,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,48
270,Spectrogram 1,1,94926,94929,0,12000,Black Redstart,blared1,0.9156,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_053000.wav,51
271,Spectrogram 1,1,95019,95022,0,12000,Black Redstart,blared1,0.9989,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,24
272,Spectrogram 1,1,95028,95031,0,12000,Black Redstart,blared1,0.9958,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,33
273,Spectrogram 1,1,95034,95037,0,12000,Black Redstart,blared1,0.9992,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,39
274,Spectrogram 1,1,95037,95040,0,12000,Black Redstart,blared1,0.9723,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,42
275,Spectrogram 1,1,95043,95046,0,12000,Black Redstart,blared1,0.9591,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,48
276,Spectrogram 1,1,95046,95049,0,12000,Black Redstart,blared1,0.4936,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,51
277,Spectrogram 1,1,95049,95052,0,12000,Black Redstart,blared1,0.99,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,54
278,Spectrogram 1,1,95052,95055,0,12000,Black Redstart,blared1,0.9992,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054000.wav,57
279,Spectrogram 1,1,95106,95109,0,12000,Black Redstart,blared1,0.9971,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054500.wav,51
280,Spectrogram 1,1,95109,95112,0,12000,Black Redstart,blared1,0.9877,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054500.wav,54
281,Spectrogram 1,1,95112,95115,0,12000,Black Redstart,blared1,0.9948,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_054500.wav,57
282,Spectrogram 1,1,95115,95118,0,12000,Black Redstart,blared1,0.9992,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,0
283,Spectrogram 1,1,95133,95136,0,12000,Black Redstart,blared1,0.9982,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,18
284,Spectrogram 1,1,95136,95139,0,12000,Black Redstart,blared1,0.9989,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,21
285,Spectrogram 1,1,95142,95145,0,12000,Black Redstart,blared1,0.8118,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,27
286,Spectrogram 1,1,95145,95148,0,12000,Black Redstart,blared1,0.9988,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,30
287,Spectrogram 1,1,95148,95151,0,12000,Black Redstart,blared1,0.9998,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,33
288,Spectrogram 1,1,95154,95157,0,12000,Black Redstart,blared1,0.7716,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,39
289,Spectrogram 1,1,95157,95160,0,12000,Black Redstart,blared1,0.994,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,42
290,Spectrogram 1,1,95163,95166,0,12000,Black Redstart,blared1,0.9876,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055000.wav,48
291,Spectrogram 1,1,95181,95184,0,12000,Black Redstart,blared1,0.9991,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,6
292,Spectrogram 1,1,95184,95187,0,12000,Black Redstart,blared1,0.989,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,9
293,Spectrogram 1,1,95187,95190,0,12000,Black Redstart,blared1,0.9997,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,12
294,Spectrogram 1,1,95190,95193,0,12000,Black Redstart,blared1,0.9937,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,15
295,Spectrogram 1,1,95193,95196,0,12000,Black Redstart,blared1,0.9953,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,18
296,Spectrogram 1,1,95196,95199,0,12000,Black Redstart,blared1,0.9927,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,21
297,Spectrogram 1,1,95199,95202,0,12000,Black Redstart,blared1,0.5651,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,24
298,Spectrogram 1,1,95202,95205,0,12000,Black Redstart,blared1,0.9905,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,27
299,Spectrogram 1,1,95205,95208,0,12000,Black Redstart,blared1,0.9994,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,30
300,Spectrogram 1,1,95208,95211,0,12000,Black Redstart,blared1,0.9973,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,33
301,Spectrogram 1,1,95223,95226,0,12000,Black Redstart,blared1,0.4837,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,48
302,Spectrogram 1,1,95226,95229,0,12000,Black Redstart,blared1,0.2916,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_055500.wav,51
303,Spectrogram 1,1,95238,95241,0,12000,Black Redstart,blared1,0.1308,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_060000.wav,3
304,Spectrogram 1,1,95250,95253,0,12000,Black Redstart,blared1,0.2246,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_060000.wav,15
305,Spectrogram 1,1,95277,95280,0,12000,Black Redstart,blared1,0.259,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_060000.wav,42
306,Spectrogram 1,1,95325,95328,0,12000,Black Redstart,blared1,0.2126,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_060500.wav,30
307,Spectrogram 1,1,95334,95337,0,12000,Black Redstart,blared1,0.2053,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_060500.wav,39
308,Spectrogram 1,1,95364,95367,0,12000,Black Redstart,blared1,0.9928,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,9
309,Spectrogram 1,1,95367,95370,0,12000,Black Redstart,blared1,0.9471,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,12
310,Spectrogram 1,1,95370,95373,0,12000,Black Redstart,blared1,0.9973,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,15
311,Spectrogram 1,1,95373,95376,0,12000,Black Redstart,blared1,0.4729,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,18
312,Spectrogram 1,1,95376,95379,0,12000,Black Redstart,blared1,0.9883,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,21
313,Spectrogram 1,1,95379,95382,0,12000,Black Redstart,blared1,0.3961,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,24
314,Spectrogram 1,1,95382,95385,0,12000,Black Redstart,blared1,0.9026,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,27
315,Spectrogram 1,1,95385,95388,0,12000,Black Redstart,blared1,0.9922,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,30
316,Spectrogram 1,1,95391,95394,0,12000,Black Redstart,blared1,0.9881,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,36
317,Spectrogram 1,1,95397,95400,0,12000,Black Redstart,blared1,0.4134,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,42
318,Spectrogram 1,1,95400,95403,0,12000,Black Redstart,blared1,0.8341,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,45
319,Spectrogram 1,1,95403,95406,0,12000,Black Redstart,blared1,0.85,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,48
320,Spectrogram 1,1,95412,95415,0,12000,Black Redstart,blared1,0.8054,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061000.wav,57
321,Spectrogram 1,1,95436,95439,0,12000,Black Redstart,blared1,0.1253,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061500.wav,21
322,Spectrogram 1,1,95454,95457,0,12000,Black Redstart,blared1,0.7284,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061500.wav,39
323,Spectrogram 1,1,95460,95463,0,12000,Black Redstart,blared1,0.9675,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_061500.wav,45
324,Spectrogram 1,1,97461,97464,0,12000,Black Redstart,blared1,0.9868,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_090500.wav,6
325,Spectrogram 1,1,97467,97470,0,12000,Black Redstart,blared1,0.6596,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_090500.wav,12
326,Spectrogram 1,1,97476,97479,0,12000,Black Redstart,blared1,0.9967,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_090500.wav,21
327,Spectrogram 1,1,101718,101721,0,12000,Black Redstart,blared1,0.512,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_150000.wav,3
328,Spectrogram 1,1,101724,101727,0,12000,Black Redstart,blared1,0.8292,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_150000.wav,9
329,Spectrogram 1,1,101727,101730,0,12000,Black Redstart,blared1,0.9938,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_150000.wav,12
330,Spectrogram 1,1,106203,106206,0,12000,Black Redstart,blared1,0.1292,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,3
331,Spectrogram 1,1,106209,106212,0,12000,Black Redstart,blared1,0.3206,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,9
332,Spectrogram 1,1,106212,106215,0,12000,Black Redstart,blared1,0.5947,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,12
333,Spectrogram 1,1,106215,106218,0,12000,Black Redstart,blared1,0.3374,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,15
334,Spectrogram 1,1,106218,106221,0,12000,Black Redstart,blared1,0.913,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,18
335,Spectrogram 1,1,106224,106227,0,12000,Black Redstart,blared1,0.6644,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,24
336,Spectrogram 1,1,106227,106230,0,12000,Black Redstart,blared1,0.755,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,27
337,Spectrogram 1,1,106230,106233,0,12000,Black Redstart,blared1,0.5113,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,30
338,Spectrogram 1,1,106236,106239,0,12000,Black Redstart,blared1,0.2741,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,36
339,Spectrogram 1,1,106239,106242,0,12000,Black Redstart,blared1,0.2024,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,39
340,Spectrogram 1,1,106242,106245,0,12000,Black Redstart,blared1,0.8614,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,42
341,Spectrogram 1,1,106245,106248,0,12000,Black Redstart,blared1,0.7896,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,45
342,Spectrogram 1,1,106248,106251,0,12000,Black Redstart,blared1,0.2705,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,48
343,Spectrogram 1,1,106251,106254,0,12000,Black Redstart,blared1,0.9691,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,51
344,Spectrogram 1,1,106254,106257,0,12000,Black Redstart,blared1,0.7712,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240708_211502.wav,54
345,Spectrogram 1,1,110682,110685,0,12000,Black Redstart,blared1,0.3824,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_034502.wav,36
346,Spectrogram 1,1,110685,110688,0,12000,Black Redstart,blared1,0.9927,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_034502.wav,39
347,Spectrogram 1,1,110700,110703,0,12000,Black Redstart,blared1,0.4303,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_034502.wav,54
348,Spectrogram 1,1,110706,110709,0,12000,Black Redstart,blared1,0.8447,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035002.wav,3
349,Spectrogram 1,1,110709,110712,0,12000,Black Redstart,blared1,0.2202,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035002.wav,6
350,Spectrogram 1,1,110730,110733,0,12000,Black Redstart,blared1,0.8523,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035002.wav,27
351,Spectrogram 1,1,110733,110736,0,12000,Black Redstart,blared1,0.1308,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035002.wav,30
352,Spectrogram 1,1,110763,110766,0,12000,Black Redstart,blared1,0.898,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,3
353,Spectrogram 1,1,110772,110775,0,12000,Black Redstart,blared1,0.9913,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,12
354,Spectrogram 1,1,110775,110778,0,12000,Black Redstart,blared1,0.8903,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,15
355,Spectrogram 1,1,110781,110784,0,12000,Black Redstart,blared1,0.9962,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,21
356,Spectrogram 1,1,110784,110787,0,12000,Black Redstart,blared1,0.9848,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,24
357,Spectrogram 1,1,110787,110790,0,12000,Black Redstart,blared1,0.1455,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,27
358,Spectrogram 1,1,110790,110793,0,12000,Black Redstart,blared1,0.8855,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,30
359,Spectrogram 1,1,110796,110799,0,12000,Black Redstart,blared1,0.8998,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,36
360,Spectrogram 1,1,110805,110808,0,12000,Black Redstart,blared1,0.7205,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,45
361,Spectrogram 1,1,110808,110811,0,12000,Black Redstart,blared1,0.1825,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_035502.wav,48
362,Spectrogram 1,1,110823,110826,0,12000,Black Redstart,blared1,0.2522,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,6
363,Spectrogram 1,1,110832,110835,0,12000,Black Redstart,blared1,0.8382,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,15
364,Spectrogram 1,1,110835,110838,0,12000,Black Redstart,blared1,0.4213,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,18
365,Spectrogram 1,1,110838,110841,0,12000,Black Redstart,blared1,0.2114,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,21
366,Spectrogram 1,1,110847,110850,0,12000,Black Redstart,blared1,0.9392,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,30
367,Spectrogram 1,1,110850,110853,0,12000,Black Redstart,blared1,0.9871,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,33
368,Spectrogram 1,1,110859,110862,0,12000,Black Redstart,blared1,0.4026,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040002.wav,42
369,Spectrogram 1,1,110889,110892,0,12000,Black Redstart,blared1,0.6596,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040502.wav,15
370,Spectrogram 1,1,110892,110895,0,12000,Black Redstart,blared1,0.9333,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040502.wav,18
371,Spectrogram 1,1,110901,110904,0,12000,Black Redstart,blared1,0.7185,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040502.wav,27
372,Spectrogram 1,1,110928,110931,0,12000,Black Redstart,blared1,0.6373,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_040502.wav,54
373,Spectrogram 1,1,110940,110943,0,12000,Black Redstart,blared1,0.8937,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041002.wav,9
374,Spectrogram 1,1,110949,110952,0,12000,Black Redstart,blared1,0.9997,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041002.wav,18
375,Spectrogram 1,1,110958,110961,0,12000,Black Redstart,blared1,0.3928,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041002.wav,27
376,Spectrogram 1,1,111006,111009,0,12000,Black Redstart,blared1,0.2419,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,18
377,Spectrogram 1,1,111009,111012,0,12000,Black Redstart,blared1,0.6516,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,21
378,Spectrogram 1,1,111012,111015,0,12000,Black Redstart,blared1,0.4457,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,24
379,Spectrogram 1,1,111015,111018,0,12000,Black Redstart,blared1,0.6257,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,27
380,Spectrogram 1,1,111021,111024,0,12000,Black Redstart,blared1,0.7113,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,33
381,Spectrogram 1,1,111024,111027,0,12000,Black Redstart,blared1,0.9808,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,36
382,Spectrogram 1,1,111030,111033,0,12000,Black Redstart,blared1,0.8186,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_041502.wav,42
383,Spectrogram 1,1,111054,111057,0,12000,Black Redstart,blared1,0.4525,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042002.wav,9
384,Spectrogram 1,1,111066,111069,0,12000,Black Redstart,blared1,0.2791,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042002.wav,21
385,Spectrogram 1,1,111069,111072,0,12000,Black Redstart,blared1,0.4631,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042002.wav,24
386,Spectrogram 1,1,111072,111075,0,12000,Black Redstart,blared1,0.4285,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042002.wav,27
387,Spectrogram 1,1,111090,111093,0,12000,Black Redstart,blared1,0.1799,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042002.wav,45
388,Spectrogram 1,1,111099,111102,0,12000,Black Redstart,blared1,0.9181,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042002.wav,54
389,Spectrogram 1,1,111102,111105,0,12000,Black Redstart,blared1,0.9878,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042502.wav,0
390,Spectrogram 1,1,111105,111108,0,12000,Black Redstart,blared1,0.2037,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042502.wav,3
391,Spectrogram 1,1,111111,111114,0,12000,Black Redstart,blared1,0.1624,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042502.wav,9
392,Spectrogram 1,1,111123,111126,0,12000,Black Redstart,blared1,0.165,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042502.wav,21
393,Spectrogram 1,1,111150,111153,0,12000,Black Redstart,blared1,0.9265,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_042502.wav,48
394,Spectrogram 1,1,111159,111162,0,12000,Black Redstart,blared1,0.5232,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043002.wav,0
395,Spectrogram 1,1,111168,111171,0,12000,Black Redstart,blared1,0.7322,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043002.wav,9
396,Spectrogram 1,1,111180,111183,0,12000,Black Redstart,blared1,0.9017,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043002.wav,21
397,Spectrogram 1,1,111186,111189,0,12000,Black Redstart,blared1,0.4594,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043002.wav,27
398,Spectrogram 1,1,111207,111210,0,12000,Black Redstart,blared1,0.9035,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043002.wav,48
399,Spectrogram 1,1,111210,111213,0,12000,Black Redstart,blared1,0.17,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043002.wav,51
400,Spectrogram 1,1,111216,111219,0,12000,Black Redstart,blared1,0.9955,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043502.wav,0
401,Spectrogram 1,1,111219,111222,0,12000,Black Redstart,blared1,0.4475,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043502.wav,3
402,Spectrogram 1,1,111234,111237,0,12000,Black Redstart,blared1,0.7388,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043502.wav,18
403,Spectrogram 1,1,111237,111240,0,12000,Black Redstart,blared1,0.7281,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043502.wav,21
404,Spectrogram 1,1,111246,111249,0,12000,Black Redstart,blared1,0.6116,C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 4\KCL\Data2\KCL_20240709_043502.wav,30
